analysis_type,targeting_window,usage_context,trip_count,unique_riders,avg_duration,engagement_quality_score,targeting_opportunity_score,message_timing_effectiveness,recommended_message_theme,recommended_channels,campaign_intensity,expected_conversion_window,expected_roi_category
OPTIMAL_TARGETING_WINDOWS,Sunday at 1:00,Off-Peak,6903,580,19.14,64.89,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Saturday at 0:00,Off-Peak,8721,633,18.57,64.87,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 13:00,Weekday Lunch,14077,738,22.84,64.81,95,Medium-High,Midday Convenience - Quick & Healthy Breaks,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 14:00,Weekday Lunch,12598,734,22.32,64.69,95,Medium-High,Midday Convenience - Quick & Healthy Breaks,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 14:00,Weekday Lunch,15064,798,22.23,64.56,95,Medium-High,Midday Convenience - Quick & Healthy Breaks,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 13:00,Weekday Lunch,16363,739,25.38,64.50,95,Medium-High,Midday Convenience - Quick & Healthy Breaks,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 13:00,Weekday Lunch,13307,749,21.42,64.35,95,Medium-High,Midday Convenience - Quick & Healthy Breaks,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 13:00,Weekday Lunch,12119,710,22.46,64.31,95,Medium-High,Midday Convenience - Quick & Healthy Breaks,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Sunday at 7:00,Early Morning,4691,544,27.95,64.29,95,Low,Early Bird Benefits - Beat the Rush,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Sunday at 23:00,Off-Peak,5139,568,21.05,64.27,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 23:00,Off-Peak,3554,540,17.44,64.27,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Friday at 7:00,Weekday Morning Commute,7324,631,13.19,64.09,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Friday at 11:00,Off-Peak,15682,741,25.62,64.03,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Friday at 0:00,Off-Peak,4151,544,17.53,63.84,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 12:00,Weekday Lunch,13310,737,22.16,63.78,95,Medium-High,Midday Convenience - Quick & Healthy Breaks,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 23:00,Off-Peak,4001,543,17.41,63.73,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 11:00,Off-Peak,12767,713,26.75,63.56,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 12:00,Weekday Lunch,15217,742,25.17,63.51,95,Medium-High,Midday Convenience - Quick & Healthy Breaks,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 12:00,Weekday Lunch,13613,744,22.63,63.48,95,Medium-High,Midday Convenience - Quick & Healthy Breaks,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Sunday at 8:00,Early Morning,8106,624,26.41,63.44,95,Low,Early Bird Benefits - Beat the Rush,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 11:00,Off-Peak,11088,715,24.09,63.29,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 7:00,Weekday Morning Commute,9466,629,12.41,63.11,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Friday at 9:00,Weekday Morning Commute,9701,695,21.67,62.92,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 11:00,Off-Peak,10794,713,24.03,62.90,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 7:00,Weekday Morning Commute,9198,640,12.12,62.90,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Friday at 8:00,Weekday Morning Commute,9608,669,14.96,62.90,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 0:00,Off-Peak,3120,536,18.3,62.88,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 8:00,Weekday Morning Commute,11804,678,12.54,62.78,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 7:00,Weekday Morning Commute,8827,644,12.52,62.64,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 12:00,Weekday Lunch,11604,711,22.45,62.48,95,Medium-High,Midday Convenience - Quick & Healthy Breaks,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Friday at 10:00,Off-Peak,12069,706,27.23,62.41,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 8:00,Weekday Morning Commute,11558,687,13.07,62.40,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 8:00,Weekday Morning Commute,12482,683,12.46,62.39,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 7:00,Weekday Morning Commute,7415,644,12.53,62.35,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 10:00,Off-Peak,8481,682,22.85,62.32,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Friday at 6:00,Early Morning,4167,535,12.06,62.27,95,Low,Early Bird Benefits - Beat the Rush,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 10:00,Off-Peak,9902,684,26.18,62.12,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 11:00,Off-Peak,9619,684,24.86,62.11,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 10:00,Off-Peak,7905,667,23.92,62.05,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 10:00,Off-Peak,8633,665,23.91,61.99,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 0:00,Off-Peak,3381,514,21.33,61.98,95,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 6:00,Early Morning,4756,518,11.66,61.91,95,Low,Early Bird Benefits - Beat the Rush,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 9:00,Weekday Morning Commute,8554,669,18.05,61.61,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 9:00,Weekday Morning Commute,8027,638,18.54,61.58,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 8:00,Weekday Morning Commute,9853,651,14,61.55,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 9:00,Weekday Morning Commute,8502,655,21.1,61.54,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 9:00,Weekday Morning Commute,8780,674,18.32,61.34,95,High,Commuter Benefits - Time & Cost Savings,Push Notifications + Email + Social Media,High Intensity (Daily campaigns),15-30 minutes (immediate decision window),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 6:00,Early Morning,4039,521,11.47,61.18,95,Low,Early Bird Benefits - Beat the Rush,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 6:00,Early Morning,4870,528,11.66,60.87,95,Low,Early Bird Benefits - Beat the Rush,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 6:00,Early Morning,4594,525,11.85,60.82,95,Low,Early Bird Benefits - Beat the Rush,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Saturday at 5:00,Off-Peak,1409,376,16.83,68.13,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Sunday at 5:00,Off-Peak,1710,405,18.19,65.85,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Sunday at 6:00,Early Morning,3055,497,26.22,64.60,85,Low,Early Bird Benefits - Beat the Rush,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Sunday at 3:00,Off-Peak,2463,418,20.21,64.25,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Sunday at 4:00,Off-Peak,1701,387,17.29,64.19,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Friday at 1:00,Off-Peak,2522,446,17.87,64.04,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Saturday at 2:00,Off-Peak,3997,475,19,63.88,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Sunday at 2:00,Off-Peak,4392,495,17.96,63.88,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Saturday at 6:00,Early Morning,2544,461,19.15,63.36,85,Low,Early Bird Benefits - Beat the Rush,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Friday at 5:00,Off-Peak,1756,387,14.46,63.06,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 2:00,Off-Peak,822,283,15.04,62.73,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Friday at 3:00,Off-Peak,834,265,18.95,62.57,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Saturday at 3:00,Off-Peak,2045,374,19.84,62.55,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Friday at 4:00,Off-Peak,772,262,14.49,62.47,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 1:00,Off-Peak,2010,435,19.68,62.43,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 2:00,Off-Peak,1380,346,21.24,62.19,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Friday at 2:00,Off-Peak,1517,372,15.91,62.12,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 1:00,Off-Peak,1322,356,18.59,62.12,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 1:00,Off-Peak,1817,403,16.39,61.92,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 1:00,Off-Peak,1338,373,14.64,61.91,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 0:00,Off-Peak,2299,465,16.19,61.74,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 0:00,Off-Peak,2406,455,17.59,61.63,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 5:00,Off-Peak,1681,368,10.51,61.51,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Saturday at 4:00,Off-Peak,1163,319,16.3,61.26,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 5:00,Off-Peak,1827,369,12.75,60.71,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 2:00,Off-Peak,1099,320,14.92,60.71,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 5:00,Off-Peak,1748,385,11.67,60.70,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 5:00,Off-Peak,1630,393,13.27,60.09,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 2:00,Off-Peak,794,276,16.7,58.88,85,Low,General Membership Value,Email + Social Media + Display Ads,High Intensity (Daily campaigns),24-72 hours (extended consideration),Medium ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 3:00,Off-Peak,810,247,13.73,64.10,75,Low,General Membership Value,Email + Social Media + Display Ads,Medium Intensity (3x/week campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 3:00,Off-Peak,596,231,17.2,63.59,75,Low,General Membership Value,Email + Social Media + Display Ads,Medium Intensity (3x/week campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 4:00,Off-Peak,585,218,16.29,61.54,75,Low,General Membership Value,Email + Social Media + Display Ads,Medium Intensity (3x/week campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 3:00,Off-Peak,518,192,15.59,60.89,75,Low,General Membership Value,Email + Social Media + Display Ads,Medium Intensity (3x/week campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Thursday at 4:00,Off-Peak,606,222,16.57,60.51,75,Low,General Membership Value,Email + Social Media + Display Ads,Medium Intensity (3x/week campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Monday at 4:00,Off-Peak,689,225,15.31,60.16,75,Low,General Membership Value,Email + Social Media + Display Ads,Medium Intensity (3x/week campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Tuesday at 3:00,Off-Peak,522,222,20.11,60.10,75,Low,General Membership Value,Email + Social Media + Display Ads,Medium Intensity (3x/week campaigns),24-72 hours (extended consideration),High ROI Expected
OPTIMAL_TARGETING_WINDOWS,Wednesday at 4:00,Off-Peak,624,232,16.5,58.49,75,Low,General Membership Value,Email + Social Media + Display Ads,Medium Intensity (3x/week campaigns),24-72 hours (extended consideration),Medium ROI Expected
